亲，别怕,https://movie.douban.com/subject/26388624/,亲，别怕,亲，别怕,2012,https://img3.doubanio.com/view/photo/photo/public/p2250100280.jpg,余丹戈/曹安俊,洪亮,杜雨辰/任鹏/王千航/尹贵勇/刘静怡/韩轩桐,惊悚,,中国大陆,汉语普通话,2015-07-10(中国大陆),88分钟,亲，别怕之鬼宅凶灵 / 亲，别怕3D / Dear  Don’t Be Afraid,http://www.imdb.com/title/tt4814444,2.3,797,1.7%,0.4%,1.7%,4.2%,91.9%,,小白（任鹏 饰）是一名作家，某日，他受邀给富豪高天（尹贵勇 饰）写自传，就此住进了一间地处偏远的诡异别墅之中。每逢入夜，空空荡荡的大房子里总会发生诡异的事情，幽怨的哭号和凄厉的尖叫不绝于耳，令小白十分恐慌。,2,55,恐怖游泳馆/惊魂电影院/七月半之恐怖宿舍/诡劫/双生灵/红髅/半夜叫你别回头/人皮拼图/异种/枕边诡影,533,烂片/烂倒一条街了/垃圾/吃屎/骗钱/翔/国产电影/恐怖,38,921,756,7,1,0,
燃烧的生命,https://movie.douban.com/subject/3993433/,燃烧的生命,燃燒生命燃烧的生命,2012,https://img3.doubanio.com/view/photo/photo/public/s3949975.jpg,广春兰,,徐筠,,,中国大陆,普通话/国语,2009-07-11,,A PSALM OF LIFE,,,,,,,,,,——观看主旋律电影《燃烧的生命》有感,,0,,4,中国电影/燃燒生命/陳海新/优先处理,,12,5,0,6,0,
自娱自乐,https://movie.douban.com/subject/1316581/,自娱自乐,自娱自乐,2012,https://img3.doubanio.com/view/photo/photo/public/s1326162.jpg,李欣,陈燕,尊龙/李玟/夏雨/陶虹/张铮,喜剧,,中国,中文,2004-05-01(中国大陆),,Master of everything,http://www.imdb.com/title/tt0404808,5.8,4920,5.7%,17.3%,45.5%,23.1%,8.4%,14% 喜剧片,在一个风物宜人的小山村里，单身汉米继红（尊龙 饰）中意妹妹阿莲（陶虹 饰）的好友芦花（李玟 饰），但芦花身为村长的女儿，又是村里的文艺骨干，这让米继红怯于开口。爱好表演的芦花参加某剧组试镜惨遭淘汰，不忍芦花伤心的米继红异想天开，决定自己邀请芦花出演武侠电视剧来满足后者的明星梦。米继红自己担任摄像和导演，又找来投资人——村里饭店的老板，编剧兼道具——村里的木匠组成了班底，此外，阿莲的两个追求者，王胜利（夏雨 饰）和二狗亦当仁不让加入剧组。面对武侠剧拍摄中的种种难题，米继红带领大家先后破解，而他和芦花的感情问题，却是更难解的谜题……,,7,炮制女朋友/爱情梦幻号/老鼠爱上猫/安娜与武林/一石二鸟/缘，妙不可言/魔幻厨房/第601个电话/杨德财征婚/决战紫禁之巅,880,喜剧/大陆/中国电影/中国/夏雨/李玟/2004/自娱自乐,78,7051,455,0,21,4,
爱的面包魂,https://movie.douban.com/subject/6858739/,爱的面包魂,爱的面包魂愛的麵包魂,2012,https://img3.doubanio.com/view/photo/photo/public/p1605982963.jpg,高炳权/林君阳,木二,陈汉典/陈妍希/倪安东/廖峻/陈盈洁,剧情/喜剧/爱情,,台湾,汉语普通话 / 闽南语 / 英语 / 法语,2012-07-13(中国大陆)/2012-02-03(台湾),114分钟(台湾)// 101分钟(中国大陆),The Soul of Bread,http://www.imdb.com/title/tt2191861,5.9,10440,4.7%,16.7%,53.5%,20.8%,4.3%,15% 爱情片/16% 喜剧片,在一个正港台客面包师傅，遇到了来自英国的贵族面包师傅，为了追求心爱的女孩，展开正面对决。两个男人，乡村面包店的土洋大战，谁输谁赢，口味将决定一切.......,,261,在一起/影子爱人/醉后一夜/恋爱恐慌症/饮食男女-好远又好近/男人如衣服/变身男女/HOLD住爱/女孩坏坏/极速天使,4434,台湾/陈妍希/爱情/台湾电影/陈汉典/倪安东/喜剧/2012,157,13068,2297,0,60,11,
大漠赤城,https://movie.douban.com/subject/26384818/,大漠赤城,大漠赤城,2012,https://img3.doubanio.com/view/photo/photo/public/movie-default-medium.gif,朱丹,韩建京,岳红/凌元/刘江,,,中国大陆,,,92,,,,,,,,,,,导      演:朱丹,,0,,0,中国电影,,1,,0,0,0,
勇敢传说,https://movie.douban.com/subject/3036473/,勇敢传说,勇敢传说Brave,2012,https://img3.doubanio.com/view/photo/photo/public/p1569455435.jpg,马克∙安德鲁斯/布兰达∙查普曼/史蒂夫·普切尔,布兰达∙查普曼/艾琳·梅琪/马克∙安德鲁斯/史蒂夫·普切尔,艾玛·汤普森/凯莉·麦克唐纳/凯文·麦克基德/朱丽·沃特斯/比利·康诺利/克雷格·费格森/罗彼·考特拉尼/约翰·拉岑贝格,喜剧/动作/动画/家庭/奇幻/冒险,,美国,英语,2012-06-19(中国大陆)/2012-06-10(西雅图电影节)/2012-06-22(美国),95分钟,勇敢传说之幻险森林(港) / 勇敢 / 勇敢的公主 / 熊与弓 / Bear and the Bow,http://www.imdb.com/title/tt1217209,7.4,78817,15.2%,44.5%,36.4%,3.5%,0.5%,43% 动画片/67% 喜剧片,长久以来，那些伟大的战争故事和魔幻的传说一直被人们口口相传，一代又一代，生生不息在这片延绵又神秘的苏格兰高地上。迪士尼∙皮克斯的又一诚意之作，勇敢的梅莉达抗争传统束缚，追求自由从而改变自己命运的瑰丽故事横空出世。梅莉达是佛格国王与艾莉诺皇后的长女，她是一名出色的弓箭手， 也有任性不羁，《勇敢传说》讲述的就是她的冒险故事。,31,586,神偷奶爸/疯狂原始人/冰川时代4/无敌破坏王/精灵旅社/魔发奇缘/守护者联盟/海底总动员/玩具总动员3/怪兽大学,30912,动画/美国/皮克斯/亲情/Disney/2012/美国动画/喜剧,1650,93590,27558,1,297,74,
黑暗中的救赎,https://movie.douban.com/subject/1292052/,黑暗中的救赎,肖申克的救赎TheShawshankRedemption,2012,https://img3.doubanio.com/view/photo/photo/public/p480747492.jpg,弗兰克·德拉邦特,弗兰克·德拉邦特/斯蒂芬·金,蒂姆·罗宾斯/摩根·弗里曼/鲍勃·冈顿/威廉姆·赛德勒/克兰西·布朗/吉尔·贝罗斯/马克·罗斯顿/詹姆斯·惠特摩/杰弗里·德曼/拉里·布兰登伯格/尼尔·吉恩托利/布赖恩·利比/大卫·普罗瓦尔/约瑟夫·劳格诺/祖德·塞克利拉,剧情/犯罪,,美国,英语,1994-09-10(多伦多电影节)/1994-10-14(美国),142 分钟,月黑高飞(港) / 刺激1995(台) / 地狱诺言 / 铁窗岁月 / 消香克的救赎,http://www.imdb.com/title/tt0111161,9.6,694545,81.4%,16.2%,2.1%,0.1%,0.1%,99% 剧情片/99% 犯罪片,20世纪40年代末，小有成就的青年银行家安迪（蒂姆·罗宾斯 Tim Robbins 饰）因涉嫌杀害妻子及她的情人而锒铛入狱。在这座名为肖申克的监狱内，希望似乎虚无缥缈，终身监禁的惩罚无疑注定了安迪接下来灰暗绝望的人生。未过多久，安迪尝试接近囚犯中颇有声望的瑞德（摩根·弗里曼 Morgan Freeman 饰），请求对方帮自己搞来小锤子。以此为契机，二人逐渐熟稔，安迪也仿佛在鱼龙混杂、罪恶横生、黑白混淆的牢狱中找到属于自己的求生之道。他利用自身的专业知识，帮助监狱管理层逃税、洗黑钱，同时凭借与瑞德的交往在犯人中间也渐渐受到礼遇。表面看来，他已如瑞德那样对那堵高墙从憎恨转变为处之泰然，但是对自由的渴望仍促使他朝着心中的希望和目标前进。而关于其罪行的真相，似乎更使这一切朝前推进了一步……,1,592,阿甘正传/辛德勒的名单/当幸福来敲门/这个杀手不太冷/三傻大闹宝莱坞/贫民窟的百万富翁/飞越疯人院/海上钢琴师/拯救大兵瑞恩/勇敢的心,159042,经典/励志/信念/自由/美国/人性/剧情/人生,20078,925581,61876,62,3803,598,
赛车风云,https://movie.douban.com/subject/2132930/,赛车风云,速度与激情4Fast&Furious,2012,https://img3.doubanio.com/view/photo/photo/public/p1035089471.jpg,林诣彬,克里斯·摩根/盖瑞·斯科特·汤普森,范·迪塞尔/保罗·沃克/米歇尔·罗德里格兹/乔丹娜·布鲁斯特/盖尔·加朵/约翰·奥提兹/拉兹·阿隆索/谢伊·惠格姆/莉萨·拉皮拉/姜成镐/格雷格·西佩斯,剧情/动作/惊悚/犯罪,http://www.fastandfuriousmovie.net,美国,英语,2009-04-15(中国大陆)/2009-04-03(美国),107 分钟,赛车风云 / 狂野时速4 / 玩命关头4 / Fast and Furious 4,http://www.imdb.com/title/tt1013752,7.6,64584,16.9%,49.5%,31.3%,2.1%,0.3%,81% 动作片/71% 犯罪片,在《速度与激情1》中，为了逃避警察的追捕，多米尼克（范·迪塞尔 Vin Diesel 饰）离开洛杉矶一直流亡于多米尼加共和国。而一车价值140万美金的石油装载车让蛰伏多年的多米尼克再次驾车驰骋起来。而这时，却传来红颜知己莉迪（米歇尔·罗德里格兹 Michelle Rodriguez 饰）惨死的消息。为了查明真相，满腔怒火的多米尼克再次孤身赶回美国。原来，莉迪是为了获得赦免多米尼克的机会，而协助警局抓捕大毒枭坎波斯（约翰·奥提兹 John Ortiz 饰）。不过出于习惯，坎波斯将运送毒品后的莉迪杀人灭口。这样，一边是为女友报仇的多米尼克，一边是历练多年的警探布莱恩（保罗·沃克 Paul Walker 饰），两人再次携手，目标直指大毒枭巴尔加。一场急速复仇就此展开……,1,310,速度与激情/碟中谍3/玩命快递2/极限特工/谍影重重2/死亡飞车/暴力街区/生死狙击/虎胆龙威4/飓风营救,9290,动作/赛车/美国/速度与激情/犯罪/2009/VinDiesel/跑车,865,83928,3991,4,116,69,
虾哥的故事,https://movie.douban.com/subject/10801895/,虾哥的故事,虾哥的故事,2012,https://img3.doubanio.com/view/photo/photo/public/p2329825302.jpg,蔡峻峰,张瑜琳,吴军/张静宜/李文颖,剧情/喜剧,,中国大陆,汉语普通话,2012-6-17,90分钟,潜江红 / I Have a Dream,,,,,,,,,,帅哥美女情感纠缠不休、兄弟发小因爱反目成仇、跨国之恋尽是悲欢离合，让人身临其境，看后定会让你忍俊不禁，在笑声里和泪光中去体会那真实的百味人生…… 　　以小龙虾为背景，反映潜江因地制宜把小龙虾打造成为全省乃至全国知名品牌的主题构想，描写了新一代水乡农民养殖小龙虾、开发相关产业科学致富的故事。主人公王水生憨厚执著，他冷静分析水乡故土特有的资源优势，在有关专家的支持鼓励下，从事小龙虾养殖试验并取得成功......,,1,冰冻蜘蛛/天庭外传/减肥旅行团/味道男女/大牌坊/西行平妖/食人鱼事件/一石二鸟/三女休夫/再生勇士,9,潜江/油焖大虾/2012/大陆/小龙虾/电影/喜剧/国产片只能是一声叹息么？......,,24,8,0,1,0,
刀客外传,https://movie.douban.com/subject/5044650/,刀客外传,刀客外传,2012,https://img3.doubanio.com/view/photo/photo/public/s4480022.jpg,袁鸿冰,袁鸿冰,何洁/释小龙/罗家英/李彧/邱林/梁家仁/东方骏/刘卓灵/高军/赖晓生,喜剧,,中国大陆,汉语普通话,2010-11-05,87分钟,Legend Of The Swordsman,,3.4,2206,1.6%,2.7%,13.3%,31.0%,51.3%,0% 喜剧片,西北大漠，边关小镇野山关，一座破败的山庄羊庄。由于马匪经常来骚扰山庄，村民深受其害，全村人经商议后决定派草根（邱林饰）和范见（罗家英饰）去镇上请刀客来保护羊庄。四处碰壁的草根和范见在走投无路下，遇见了落魄的老刀客孤独求败（梁家仁饰）。退隐江湖多年的孤独求败在草根和范见的祈求下，答应去救羊庄，但需要再找两位刀客作为帮手。于是，瘸腿的失意刀客鬼脚六（李彧饰）与初出茅庐的年轻刀客苏盖儿（释小龙饰）加入了拯救羊庄的队伍，三人向着羊庄进发了。,,75,嘻游记/七小罗汉/三笑之才子佳人/蔡李佛拳/举起手来2：追击阿多丸号/大玩家/魔侠传之唐吉可德/唐伯虎点秋香2之四大才子/无价之宝/囧探佳人,938,喜剧/释小龙/何洁/搞笑/中国电影/中国/内地/垃圾,41,2653,180,0,18,9,
一不留神,https://movie.douban.com/subject/4861420/,一不留神,一不留神,2012,https://img3.doubanio.com/view/photo/photo/public/p684360218.jpg,梁超,周知庸/梁超/杜家毅,范文芳/刘桦/苗圃/李彧/梁超/宇秋/张国强,喜剧,,中国大陆,汉语普通话,2010-10-12(中国大陆),95分钟,,,5.1,2273,2.1%,9.8%,43.4%,31.2%,13.6%,6% 喜剧片,一不留神杨宝财（李彧 饰）人称钻石王老五，经多年打拼成为业界佼佼者。说难听点就是个暴发户，看上他的姑娘也很多，但他都认为人家看中的是他的钱财而非人。他刚刚和女友米粒（范文芳 饰）分手，把俩人交往期间的所有物品当拉圾般扔掉。不料所扔物品被废品专家（刘桦 饰）捡到，认为这些东西很有价值，打算高价出售。米粒其实是一个性情温婉单纯的瑜珈教练，爱上其貌不扬的杨宝财纯属偶然，她骨子里是那种追求童话般生活的天真女孩。范大师（苖圃 饰）是个天生的结婚狂，她玩弄各种富商与股掌之间，伹看似正义之举的背后往往是搬起石头砸了自已的脚……,,24,2012来了/我的雷人男友/爱情36计/一路惊心/刀客外传/大人物/三笑之才子佳人/嘻游记/一石二鸟Ⅱ/四大美人儿,514,喜剧/中国电影/范文芳/中国/2010/大陆/刘烨/烂片,,2768,253,0,5,4,
爱神有泪,https://movie.douban.com/subject/26582384/,爱神有泪,爱神有泪,2012,https://img3.doubanio.com/view/photo/photo/public/movie-default-medium.gif,王英权,潘新茂,曲双双/常铖/田羽西,,,中国大陆,,,90,,,,,,,,,,,出品单位: 北京东方泽惠影视文化有限公司,,0,,0,,,1,,0,0,0,
喜神,https://movie.douban.com/subject/4230933/,喜神,喜神,2012,https://img3.doubanio.com/view/photo/photo/public/s4214854.jpg,方军亮,张国庆,李海/雷婷,剧情,,中国大陆,汉语普通话,2010,90分钟,The Loard of Happiness,,6.3,75,5.5%,20.0%,60.0%,12.7%,1.8%,,青山沟村李村长的儿子李小山下月六号结婚，李村长两口子忙着找张罗婚事的捞头忙（方言：农村主持红白喜事的人）。李村长想借儿子结婚的机会，在村儿里带头煞一煞大操大办请客随礼这股歪风，村长媳妇寻思这些年给别人随礼少说也随出去好几万，如今轮到自各家儿子结婚，怎么的也得捞回来点，这过日子不能光出不进。,,0,毛驴县令之棒子老虎鸡/啊朋友还钱/乐翻天/乡村爱情圆舞曲/盗版爱情/丑女无敌 第二季/小兵张嘎/乡村爱情小夜曲/杨光的快乐生活/超萌英雄,28,喜剧/人文/中国/2010/李海/雷婷/喜神/电影,,93,31,0,1,0,
阿免姨,https://movie.douban.com/subject/10545972/,阿免姨,白天的星星,2012,https://img3.doubanio.com/view/photo/photo/public/p1548410577.jpg,黃朝亮,陈怡如,林美秀/纪亚文/陳慕義/黄瀞怡/韋杰,剧情,,台湾,台语,2012-05-11,100分钟,阿免姨,,7.6,146,17.3%,45.9%,33.7%,3.1%,0.0%,,天濛濛亮，阿免姨獨自來到半山腰的天主教堂，這是信奉觀音菩薩的她生平第一次向天父懺悔，她仰望十字架上的耶穌基督，向天父說著：「我最敬愛的天父，我的名字叫阿免，我要跟您懺悔一件事…我有罪…」。阿免姨心中的罪埋藏在心裡 30 年了，直到一位外國神父來到部落，阿免姨決定跟他學英語，她心中的秘密，才藉由這 26 個英文字母而打開。,,19,带一片风景走/候鸟来的季节/十二夜/宝米恰恰/幸福的面包/总铺师/四十九天的食谱/蜗牛餐厅/霓虹心/有一天,59,台湾电影/台湾/温情/2012/剧情/林美秀/台灣/纯真,,180,122,0,4,0,
少林达摩剑,https://movie.douban.com/subject/10825819/,少林达摩剑,少林达摩剑,2012,https://img3.doubanio.com/view/photo/photo/public/s10402624.jpg,韩万峰,罗娟/张攒波,刘一江/胡铭武/陈真希/宋乃刚,动作,,中国大陆,汉语普通话,2012-07-09,91,shao lin damo sword,,3.5,94,3.3%,5.0%,15.0%,18.3%,58.3%,,少林俗家弟子石燕侠偷了少林寺镇寺之宝达摩剑，只身来到边关大漠黄土岭，投店东京客栈，遭大漠匪贼钱多多暗算，背负骂名偷来的达摩剑落入钱多多之手。钱多多勾结官府县令胡瓜，抢劫过往商人祸害一方，石燕侠决定会会钱多多，替大漠边关除害。石燕侠夜闯钱府，中了钱多多的埋伏，危难之际得大漠土匪“三节棍”搭救。,,0,,48,武侠/烂片/中国电影/垃圾/动作/烂/中国/2012,,115,8,0,0,0,
悬赏,https://movie.douban.com/subject/11531725/,悬赏,悬赏懸紅,2012,https://img3.doubanio.com/view/photo/photo/public/p1529198416.jpg,冯志强,冯志强,杜汶泽/薛凯琪/王紫逸/万梓良/许冠文/葛民辉/张晋,剧情/喜剧/动作/犯罪,,香港,粤语,2012-06-21(中国大陆),104分钟,悬红 / The Bounty,http://www.imdb.com/title/tt2168166,5.9,10523,3.7%,18.1%,52.0%,21.7%,4.5%,16% 喜剧片/6% 剧情片,阿曹（杜汶泽 饰）是一名“赏金猎手”，即依靠不错的伸手拿悬赏生活的人。这次阿曹要拿到警方的四十万悬赏，就需要抓到抢劫犯李见辉（王子义饰）。按照情报，他来到了一座神秘的旅馆，消息称这是李见辉最后出现的地方。旅店老板（万梓良 饰）是一个古怪的人，平日疑神疑鬼，还张贴出一张悬赏要找回自己的女儿，赏金过亿，更古怪的是店中的服务员孙朗清（薛凯琪 饰）却多次声称自己就是孙老板的女儿，孙老板却矢口否认。不只有奇怪的老板店员，酒店的旅客也疑点重重，驼背龅牙的椰子佬（王子义 饰）整日行踪诡秘，更传说酒店常有人自杀……阿曹能成功拿到悬赏吗？旅店内秘密能否被揭开。,,114,百家乐翻天/超级经纪人/百星酒店/王牌情敌/男人如衣服/烂滚夫斗烂滚妻/猛男滚死队/喜爱夜蒲2/2012喜上加喜/八星抱喜,3722,喜剧/杜汶泽/薛凯琪/香港/香港电影/2012/冯志强/电影,125,13274,1239,0,37,9,
大事件,https://movie.douban.com/subject/1308855/,大事件,大事件,2012,https://img3.doubanio.com/view/photo/photo/public/p2003332263.jpg,杜琪峰,陈庆嘉/叶天成/银河创作组,陈慧琳/张家辉/任贤齐/林雪/任达华/许绍雄/邵美琪/张兆辉/尤勇/丁海峰,剧情/动作/犯罪,,中国大陆 / 香港,英语 / 汉语普通话 / 粤语,2004-06-10(香港),90 分钟,Breaking News,http://www.imdb.com/title/tt0414931,6.4,27039,4.7%,25.3%,57.6%,10.9%,1.5%,36% 动作片/25% 犯罪片,香港警队被元（任贤齐 饰）率领的悍匪打得无力还击的一幕被电视摄制队拍了下来，全港市民哗然。为了声誉，全港3万多的警员都投入到缉拿重犯的行动中。重案组督察恒（张家辉 饰）跟踪元到了一栋大厦，在他们正想行动时，副指挥官Rebecca（陈慧琳 饰）却打算把整个过程通过电视现场直播。恒与其他队员都带上了微型摄影机冲入了现场，大厦内早已躲着另一班劫匪，形势凶险，Rebecca却想剪掉此片断。在大厦内挟持人质的元把在闭路电视上录到的警匪搏击片段发给了传媒，警方更加尴尬了。元挟持人质对抗警察，恒救出了人质，逃跑了的元遇到了Rebecca，Rebecca从未见过恒跟元，便误以为元是警察恒，元将计就计，想借此脱身。,,183,机动部队/双雄/黑社会2：以和为贵/暗战2/三岔口/铁三角/放·逐/韩城攻略/大块头有大智慧/文雀,3479,杜琪峰/香港/香港电影/惊险/动作/任贤齐/银河映像/2004,489,38258,2029,3,58,23,
绅士大盗,https://movie.douban.com/subject/1419965/,绅士大盗,绅士大盗ArsèneLupin,2012,https://img3.doubanio.com/view/photo/photo/public/p840648080.jpg,让-保尔·萨罗米,让-保尔·萨罗米/Laurent Vachaud/莫里斯·勒布朗,罗曼·杜里斯/克里斯汀·斯科特·托马斯/伊娃·格林/帕斯卡·格里高利,动作/爱情/犯罪,,法国 / 意大利 / 西班牙 / 英国,法语,2007-03-16(中国大陆)/2004-09-17(多伦多电影节)/2004-10-13(法国),130分钟,,http://www.imdb.com/title/tt0373690,6.2,3232,7.5%,21.2%,50.1%,18.1%,3.1%,27% 动作片/20% 爱情片,十九世纪末，儿童时代的亚森•罗平在盗贼父亲的训练中苦学技巧，同时将父亲劫富济贫的教导谨记于心，然而一次次从警察搜捕中逃脱的父亲最终却死在同伴的石头下。时光荏苒，罗平（罗曼•达瑞斯 Romain Duris 饰）多年以后已经成长为一个在各种高级社交场合上如鱼得水的珠宝盗贼，他因探望母亲重新与儿时的朋友格拉莉丝（爱娃•格林 Eva Green 饰）相见，并入住后者家中。在一个尾随格拉莉丝之父的夜里，罗平偶然发现了一起秘密审判：传说不老的女人约瑟芬因盗窃隐藏法国国王宝藏的三支十字架而被判处极刑，罗平出手救走约瑟芬，获悉宝藏的秘密，而这也使他招惹来劲敌波马尼昂的追踪。罗平、约瑟芬、波马尼昂三人围绕十字架展开了一段错综纠结的争夺，而事情的真相，超乎所有人预料……,,226,连锁反应/防火墙/决战豪门/1600谋杀案/游侠/黑色大丽花/斯巴达人/玩叛游戏/马克思·佩恩/逃之夭夭,824,法国/法国电影/悬疑/剧情/绅士大盗/2004/EvaGreen/Kristin.Scott.Thomas,111,4365,1004,0,20,11,
钢铁侠2,https://movie.douban.com/subject/3066739/,钢铁侠2,钢铁侠2IronMan2,2012,https://img3.doubanio.com/view/photo/photo/public/p449706658.jpg,乔恩·费儒,贾斯汀·塞洛克斯,小罗伯特·唐尼/格温妮斯·帕特洛/米基·洛克/斯嘉丽·约翰逊/山姆·洛克威尔/唐·钱德尔/塞缪尔·杰克逊/乔恩·费儒/保罗·贝坦尼/克拉克·格雷格/凯特·玛拉/约翰·斯拉特里,动作/科幻/冒险,,美国,英语 / 法语 / 俄语,2010-05-07(中国大陆/美国),124 分钟,铁甲奇侠2(港) / 钢铁人2(台) / 铁人2,http://www.imdb.com/title/tt1228705,7.1,134502,11.5%,37.9%,44.2%,5.7%,0.7%,61% 科幻片/64% 动作片,钢铁侠托尼·斯塔克（小罗伯特·唐尼 Robert Downey Jr. 饰）在国会听证上拒绝交出最新技术。与此同时，他发现胸口的微型电弧反应炉正迅速造成血液的钯金属中毒。沮丧的托尼将斯塔克公司的总裁职务交予了秘书波兹（格温妮丝·帕特罗 Gwyneth Paltrow 饰），由她全权负责正在进行的纽约斯塔克博览会。波兹从法律部门调来助理娜塔莉（斯佳丽·约翰逊 Scarlett Johansson 饰）照顾托尼。托尼在媒体前的高调亮相引起了其父当年同事的儿子，伊凡（米基·洛克 Mickey Rourke 饰）的不满。为了实施报复，他子承父业，研制出了一套可与钢铁战衣相媲美的装备。伊凡的技术引起了托尼的竞争对手，军火商贾斯丁·汉默（山姆·洛克威尔 Sam Rockwell 饰）的注意，他设法将伊凡劫持出狱，秘密研究取代钢铁侠。正当托尼苦于钯金属中毒造成的失...,,475,钢铁侠/复仇者联盟/X战警3：背水一战/雷神/金刚狼/无敌浩克/美国队长2/变形金刚2/蜘蛛侠/超凡蜘蛛侠,30517,科幻/美国/钢铁侠/动作/漫画改编/美国电影/RobertDowneyJr/2010,2046,169447,12486,2,416,126,
我不想说谎,https://movie.douban.com/subject/20256511/,我不想说谎,我不想说谎,2012,https://img3.doubanio.com/view/photo/photo/public/movie-default-medium.gif,涂京江,肖霖生,段昊辰/徐敏/沈慧芬/宝宝龙/呼延晓辉,,,中国大陆,汉语普通话,,,,,,,,,,,,,初中学生祝少华沉湎于网络游戏，时常和同班同学周响雨、张飒、于雷等人利用放学后的时间泡在网吧，“数学老师拖堂”成为他们攻守同盟的谎言。一个夜幕四合的傍晚，从网吧出来的祝少华到停车场取自行车，搜遍全身发现车钥匙丢了之后，祝少华趁看车保安不注意，砸了车锁骑上就跑。,,0,,0,,,1,2,0,0,0,
鸡排英雄,https://movie.douban.com/subject/5382848/,鸡排英雄,鸡排英雄雞排英雄,2012,https://img3.doubanio.com/view/photo/photo/public/p1038845813.jpg,叶天伦,叶丹青,猪哥亮/蓝正龙/柯佳嬿/赵正平/王彩桦/李李仁/严艺文/刘品言,剧情/喜剧,http://nightmarkethero.pixnet.net/blog,台湾,汉语普通话 / 闽南语,2011-07-12(中国大陆)/2011-01-28(台湾),124分钟(香港),Night Market Hero,http://www.imdb.com/title/tt1887820,6.9,11742,9.6%,36.6%,44.0%,8.2%,1.6%,48% 喜剧片/27% 剧情片,汇集台湾各路美食小吃的八八八夜市，每日都洋溢着温情向上的气氛，阿珠牛排、满妹鸡排、国平（赵正平 饰）以及服务台的美香等人照例为南来北往的游客提供美味小吃。长于夜市的阿华（蓝正龙 饰）新近当选为夜市自治会长，自此与小兄弟阿七调解夜市纠纷，维护摊贩利益。女记者林亦南（柯佳嬿 饰）在夜市附近与小七发生冲突，阿华一见林亦南，心中的情愫不自觉间已被唤醒，但林亦南的生活却自此陷入了一连串混乱，领导痛批、男友分手，又因毁坏电路被惩在八八八进行社区服务，阿华与众摊贩充满人情味的举动渐渐化解了林亦南身在异乡的孤独，双方的关系不再紧张。不久议员张进亮（猪哥亮 饰）联合地产商欲强征八八八土地，阿华带领摊贩保卫夜市，而张进亮，就是多年前抛下阿华的人……,,98,阵头/我爱HK 开心万岁/翻滚吧！阿信/爱/初恋红豆冰/总铺师/一页台北/阿嬷的梦中情人/父后七日/人间喜剧,4486,台湾电影/台湾/喜剧/蓝正龙/2011/赵正平/柯佳嬿/电影,202,14942,2972,0,79,23,
无法尖叫,https://movie.douban.com/subject/1482360/,无法尖叫,无法尖叫,2012,https://img3.doubanio.com/view/photo/photo/public/s1500052.jpg,毛小睿,洋子,张燊悦/萧正楠,悬疑/惊悚/恐怖,,香港,,2004-09,,血风筝 / 咒鸢,,4.4,86,1.9%,9.3%,24.1%,37.0%,27.8%,,少女小兰寄住在舅舅家，终日被噩梦般的过去缠绕着：布满全身依稀可辩的伤痕、父亲被杀时血腥恐怖的场景……但她只有这些支离破碎的印象，真相成了她脑中的盲点。,,0,蚊子/拜错神/旅人/血婴/陶器人形/鬼蜮失魂地/阴阳路12：美容尸/地狱旅馆/缠身/鬼电车,25,恐怖/香港/香港电影/恐怖片/惊悚/无法尖叫/我看过的电影/毛小睿,,124,18,0,4,0,
失控,https://movie.douban.com/subject/5377134/,失控,失控,2012,https://img3.doubanio.com/view/photo/photo/public/p757869338.jpg,丁小明,王莉莉,石凉/连晋/谭卓/胡明/段博文/徐艺玲/段宇/陈柯宇/陈立/周晓海/朱健/顾晓飞/王楷文/陈雪梅/曹凤霞/闫跃典,悬疑/犯罪,,中国大陆,汉语普通话,2011-01-07(中国大陆),90分钟,Out of Control,,4.4,173,5.1%,10.2%,24.5%,19.4%,40.8%,,相爱的情侣、相依为命的兄弟、出生入死的朋友，每个人在平静的外表之下，都隐藏着令人癫狂的秘密。一个雨夜，一场意外改变了剧中所有人物的命运，他们的生活都因此发生了不可逆转的改变。故事以男主人公“猫子”寻找父亲为主线，在追查过程中，遭遇了一系列不可思议的事件，猫子如同坠入了迷雾一般的噩梦，他能找出真相吗？影片融合悬疑、推理、凶杀、追车、打斗、情欲等多重元素，一个个纷至而来的意外，牵引出一个个无法诉说的秘密，将人生带入无法逆转的迷局……失控！,,27,暗魔怨/幻象/追踪章鱼保罗/尸踪现场/魔字鬼谈/双生灵/死寂亡灵/人质/救我/魔鬼绳结,68,失控/悬疑/期待中/惊悚/2011/人性的刻画/色情/谭卓,,192,434,0,10,0,
